Number,Region,AreaName,EncounterRate
420,Sinnoh,Eterna Forest,30
420,Sinnoh,Floaroma Meadow,30
420,Sinnoh,Fuego Ironworks,30
420,Sinnoh,"Road 205 (east, towards Eterna City)",30
420,Sinnoh,"Road 205 (south, towards Floaroma Town)",30
420,Sinnoh,Road 206,30
420,Sinnoh,Road 207,30
420,Sinnoh,Road 208,30
420,Sinnoh,Road 209,30
420,Sinnoh,"Road 210 (south, towards Solaceon Town)",30
420,Sinnoh,"Road 210 (west, towards Celestic Town)",30
420,Sinnoh,"Road 211 (east, towards Celestic Town)",30
420,Sinnoh,"Road 212 (east, towards Pastoria City)",30
420,Sinnoh,"Road 212 (north, towards Hearthome City)",30
420,Sinnoh,Road 213,30
420,Sinnoh,Road 214,30
420,Sinnoh,Road 215,30
420,Sinnoh,Road 218,30
420,Sinnoh,Road 221,30
420,Sinnoh,Road 222,30
420,Sinnoh,Valley Windworks,30
421,Hoenn,Mirage Forest (North of Lilycove),10
421,Unova,Road 12,20
422,Sinnoh,Canalave City,30
422,Sinnoh,Fuego Ironworks,30
422,Sinnoh,Pastoria City,30
422,Sinnoh,"Road 205 (east, towards Eterna City)",10
422,Sinnoh,"Road 205 (south, towards Floaroma Town)",100
422,Sinnoh,"Road 212 (east, towards Pastoria City)",100
422,Sinnoh,Road 213,50
422,Sinnoh,Road 218,30
422,Sinnoh,Road 221,10
422,Sinnoh,Road 224,1
422,Sinnoh,Valley Windworks,100
423,Alola,Ancient Poni Path Area,30
423,Alola,Exeggutor Island Area,10
423,Alola,Poni Breaker Coast Area,20
423,Alola,Poni Wilds Area,30
423,Kalos,Friend Safari (Ground),33
423,Sinnoh,Canalave City,1
423,Sinnoh,Fuego Ironworks,26
423,Sinnoh,Pastoria City,1
423,Sinnoh,"Road 205 (south, towards Floaroma Town)",9
423,Sinnoh,"Road 212 (east, towards Pastoria City)",9
423,Sinnoh,Road 213,1
423,Sinnoh,Road 218,36
423,Sinnoh,Road 221,30
423,Sinnoh,Road 222,40
423,Sinnoh,Road 224,30
423,Sinnoh,Road 230,5
423,Sinnoh,Valley Windworks,9
424,Alola,Poni Plains West,15
425,Alola,Alola Route 1 Trainers School,100
425,Alola,Hauoli Cemetery Area,40
425,Kalos,Road 8,40
425,Sinnoh,Trainers' School,15
425,Sinnoh,Valley Windworks,100
425,Unova,Unova Route 13 (Hidden Grotto – Stairs),20
426,Kalos,Friend Safari (Ghost),33
426,Unova,Giant Chasm (outside),20
426,Unova,Reversal Mountain (unknown area 48),40
426,Unova,Road 13,30
426,Unova,Road 14,30
427,Alola,Alola Route 1 East,10
427,Alola,Alola Route 1 West,30
427,Alola,Poni Grove Area,50
427,Kanto,Road 25,40
427,Sinnoh,Eterna Forest,28
427,Unova,Castelia City,30
428,Alola,Poni Grove Area,15
428,Unova,Castelia City,5
429,Unova,Abundant Shrine,5
430,Unova,Abundant Shrine,5
431,Hoenn,Mirage Forest (East of Mossdeep),30
431,Sinnoh,Road 218,15
431,Sinnoh,Road 222,20
432,Hoenn,Mirage Forest (North of Lilycove),30
432,Hoenn,Mirage Forest (North of Route 124),30
432,Hoenn,Mirage Forest (West of Route 114),30
432,Hoenn,Mirage Island (East of Shoal Cave),60
432,Sinnoh,Road 222,15
432,Sinnoh,Road 229,10
433,Johto,Dark Cave (Blackthorn City entrance),20
433,Johto,Dark Cave (Violet City entrance),20
433,Johto,Ice Path (1F),20
433,Johto,Ice Path (B1F),20
433,Johto,Ice Path (B2F),20
433,Johto,Ice Path (B3F),20
433,Johto,Mount Mortar (1F),20
433,Johto,Mount Mortar (B1F),20
433,Johto,Mount Mortar (Lower Cave),20
433,Johto,Mount Mortar (Upper Cave),20
433,Johto,Mount Silver (1F top),20
433,Johto,Mount Silver (1F),20
433,Johto,Mount Silver (2F),20
433,Johto,Mount Silver (3F),20
433,Johto,Mount Silver (4F),20
433,Johto,Mount Silver (mountainside),20
433,Johto,Mount Silver (top),20
433,Johto,Road 47 (inside cave),20
433,Johto,Slowpoke Well (1F),20
433,Johto,Slowpoke Well (B1F),20
433,Johto,Tohjo Falls,20
433,Johto,Union Cave (1F),20
433,Johto,Union Cave (B1F),20
433,Johto,Union Cave (B2F),20
433,Johto,Whirl Islands (1F),20
433,Johto,Whirl Islands (B1F),20
433,Johto,Whirl Islands (B2F),20
433,Johto,Whirl Islands (B3F),20
433,Kalos,Reflection Cave (unknown area 305),15
433,Kalos,Reflection Cave (unknown area 306),15
433,Kalos,Reflection Cave (unknown area 307),15
433,Kalos,Reflection Cave (unknown area 308),15
433,Kalos,Road 11,10
433,Kanto,Cerulean Cave (1F),20
433,Kanto,Cerulean Cave (2F),20
433,Kanto,Cerulean Cave (B1F),20
433,Kanto,Digletts Cave,20
433,Kanto,Mount Moon (1F),20
433,Kanto,Mount Moon (2F),20
433,Kanto,Rock Tunnel (1F),20
433,Kanto,Rock Tunnel (B1F),20
433,Kanto,Seafoam Islands (1F),20
433,Kanto,Seafoam Islands (B1F),20
433,Kanto,Seafoam Islands (B2F),20
433,Kanto,Seafoam Islands (B3F),20
433,Kanto,Seafoam Islands (B4F),20
433,Kanto,Victory Road 1 (1F),20
433,Kanto,Victory Road 1 (2F),20
433,Kanto,Victory Road 1 (3F),20
433,Sinnoh,Lake Acuity,10
433,Sinnoh,Lake Valor,10
433,Sinnoh,Mount Coronet (1F Road 207),10
433,Sinnoh,Mount Coronet (1F Road 211),10
433,Sinnoh,Mount Coronet (1F Road 216),10
433,Sinnoh,Mount Coronet (1F from exterior),22
433,Sinnoh,Mount Coronet (2F),22
433,Sinnoh,Mount Coronet (3F),22
433,Sinnoh,Mount Coronet (4F small room),21
433,Sinnoh,Mount Coronet (4F),22
433,Sinnoh,Mount Coronet (5F),5
433,Sinnoh,Mount Coronet (B1F),10
433,Sinnoh,Mount Coronet (exterior blizzard),22
433,Sinnoh,Mount Coronet (exterior snowfall),22
433,Sinnoh,"Road 211 (east, towards Celestic Town)",15
433,Sinnoh,"Road 211 (west, towards Eterna City)",15
433,Sinnoh,Sendoff Spring,22
433,Sinnoh,Turnback Cave (before pillar 1),22
433,Sinnoh,Turnback Cave (between pillars 1 and 2),22
433,Sinnoh,Turnback Cave (pillar 1),22
434,Kalos,Road 11,45
434,Sinnoh,Road 206,41
434,Sinnoh,Road 214,27
434,Sinnoh,Road 221,20
435,Sinnoh,Road 221,15
435,Sinnoh,Road 225,10
436,Johto,Dark Cave (Blackthorn City entrance),20
436,Johto,Dark Cave (Violet City entrance),20
436,Johto,Ice Path (1F),20
436,Johto,Ice Path (B1F),20
436,Johto,Ice Path (B2F),20
436,Johto,Ice Path (B3F),20
436,Johto,Mount Mortar (1F),20
436,Johto,Mount Mortar (B1F),20
436,Johto,Mount Mortar (Lower Cave),20
436,Johto,Mount Mortar (Upper Cave),20
436,Johto,Mount Silver (1F top),20
436,Johto,Mount Silver (1F),20
436,Johto,Mount Silver (2F),20
436,Johto,Mount Silver (3F),20
436,Johto,Mount Silver (4F),20
436,Johto,Mount Silver (mountainside),20
436,Johto,Mount Silver (top),20
436,Johto,Road 47 (inside cave),20
436,Johto,Slowpoke Well (1F),20
436,Johto,Slowpoke Well (B1F),20
436,Johto,Tohjo Falls,20
436,Johto,Union Cave (1F),20
436,Johto,Union Cave (B1F),20
436,Johto,Union Cave (B2F),20
436,Johto,Whirl Islands (1F),20
436,Johto,Whirl Islands (B1F),20
436,Johto,Whirl Islands (B2F),20
436,Johto,Whirl Islands (B3F),20
436,Kanto,Cerulean Cave (1F),20
436,Kanto,Cerulean Cave (2F),20
436,Kanto,Cerulean Cave (B1F),20
436,Kanto,Digletts Cave,20
436,Kanto,Mount Moon (1F),20
436,Kanto,Mount Moon (2F),20
436,Kanto,Rock Tunnel (1F),20
436,Kanto,Rock Tunnel (B1F),20
436,Kanto,Seafoam Islands (1F),20
436,Kanto,Seafoam Islands (B1F),20
436,Kanto,Seafoam Islands (B2F),20
436,Kanto,Seafoam Islands (B3F),20
436,Kanto,Seafoam Islands (B4F),20
436,Kanto,Victory Road 1 (1F),20
436,Kanto,Victory Road 1 (2F),20
436,Kanto,Victory Road 1 (3F),20
436,Sinnoh,Mount Coronet (1F Road 207),20
436,Sinnoh,Mount Coronet (1F Road 211),20
436,Sinnoh,Mount Coronet (1F Road 216),20
436,Sinnoh,Mount Coronet (2F),17
436,Sinnoh,Mount Coronet (3F),17
436,Sinnoh,Mount Coronet (B1F),20
436,Sinnoh,Road 206,10
436,Sinnoh,"Road 211 (east, towards Celestic Town)",10
436,Sinnoh,"Road 211 (west, towards Eterna City)",26
436,Sinnoh,Turnback Cave (after pillar 3),17
436,Sinnoh,Turnback Cave (before pillar 1),20
436,Sinnoh,Turnback Cave (between pillars 1 and 2),20
436,Sinnoh,Turnback Cave (between pillars 2 and 3),17
436,Sinnoh,Turnback Cave (pillar 1),20
436,Sinnoh,Turnback Cave (pillar 2),17
436,Sinnoh,Turnback Cave (pillar 3),17
436,Sinnoh,Wayward Cave (1F),40
436,Sinnoh,Wayward Cave (B1F),40
436,Unova,Abundant Shrine,15
436,Unova,Abundant Shrine (Hidden Grotto – Near Youngster),20
437,Kalos,Friend Safari (Steel),33
437,Sinnoh,Mount Coronet (1F from exterior),17
437,Sinnoh,Mount Coronet (2F),20
437,Sinnoh,Mount Coronet (3F),20
437,Sinnoh,Mount Coronet (4F small room),37
437,Sinnoh,Mount Coronet (4F),37
437,Sinnoh,Mount Coronet (5F),37
437,Sinnoh,Mount Coronet (6F),37
437,Sinnoh,Mount Coronet (exterior blizzard),17
437,Sinnoh,Mount Coronet (exterior snowfall),17
437,Sinnoh,Turnback Cave (after pillar 3),47
437,Sinnoh,Turnback Cave (before pillar 1),47
437,Sinnoh,Turnback Cave (between pillars 1 and 2),47
437,Sinnoh,Turnback Cave (between pillars 2 and 3),47
437,Sinnoh,Turnback Cave (pillar 1),47
437,Sinnoh,Turnback Cave (pillar 2),47
437,Sinnoh,Turnback Cave (pillar 3),47
437,Unova,Abundant Shrine,20
438,Alola,Alola Route 1 South,30
438,Alola,Lush Jungle North,10
438,Alola,Lush Jungle South,10
438,Alola,Lush Jungle West,10
438,Sinnoh,Road 209,41
438,Sinnoh,"Road 210 (south, towards Solaceon Town)",37
439,Alola,Hauoli City Shopping District,20
439,Kalos,Reflection Cave (unknown area 305),60
439,Kalos,Reflection Cave (unknown area 306),60
439,Kalos,Reflection Cave (unknown area 307),60
439,Kalos,Reflection Cave (unknown area 308),60
439,Sinnoh,Road 209,41
439,Sinnoh,"Road 210 (south, towards Solaceon Town)",37
440,Alola,Alola Route 1 East,15
440,Alola,Alola Route 1 South,30
440,Alola,Alola Route 1 West,15
440,Alola,Alola Route 4 Area,15
440,Alola,Alola Route 6 North,15
440,Alola,Alola Route 6 South,15
440,Alola,Blush Mountain Area,15
440,Alola,Hauoli City Shopping District,15
440,Alola,Lush Jungle North,15
440,Alola,Lush Jungle South,15
440,Alola,Lush Jungle West,15
440,Alola,Mount Hokulani East,15
440,Alola,Mount Hokulani West,30
440,Alola,Poni Grove Area,15
440,Alola,Seaward Cave Area,15
440,Alola,Wela Volcano Park Area,15
440,Hoenn,Mirage Forest (West of Route 105),40
440,Hoenn,Mirage Mountain (East of Mossdeep),30
441,Johto,Bell Tower (10F),20
441,Johto,Bell Tower (2F),20
441,Johto,Bell Tower (3F),20
441,Johto,Bell Tower (4F),20
441,Johto,Bell Tower (5F),20
441,Johto,Bell Tower (6F),20
441,Johto,Bell Tower (7F),20
441,Johto,Bell Tower (8F),20
441,Johto,Bell Tower (9F),20
441,Johto,Burned Tower (1F),20
441,Johto,Burned Tower (B1F),20
441,Johto,Sprout Tower (2F),20
441,Johto,Sprout Tower (3F),20
441,Kalos,Azure Bay,35
441,Kalos,Road 12,40
441,Sinnoh,Road 213,40
441,Sinnoh,Road 218,40
441,Sinnoh,Road 222,40
441,Sinnoh,Road 224,40
441,Unova,Unova Route 18 (Hidden Grotto),20
442,Hoenn,Sea Mauville (Inside),100
442,Kalos,Friend Safari (Ghost),33
442,Sinnoh,Road 209,100
443,Kalos,Road 13,20
443,Sinnoh,Wayward Cave (B1F),36
444,Alola,Haina Desert Area,20
444,Kalos,Friend Safari (Dragon),33
444,Sinnoh,Victory Road (1F),5
444,Sinnoh,Victory Road (2F),5
444,Sinnoh,Victory Road (B1F),5
444,Sinnoh,Victory Road (inside B1F),5
444,Sinnoh,Victory Road (inside exit),5
444,Sinnoh,Victory Road (inside),5
446,Alola,Alola Route 1 South,10
446,Sinnoh,Eterna Forest,100
446,Sinnoh,Floaroma Meadow,100
446,Sinnoh,Fuego Ironworks,100
446,Sinnoh,"Road 205 (east, towards Eterna City)",100
446,Sinnoh,"Road 205 (south, towards Floaroma Town)",100
446,Sinnoh,Road 206,100
446,Sinnoh,Road 207,100
446,Sinnoh,Road 208,100
446,Sinnoh,Road 209,100
446,Sinnoh,"Road 210 (south, towards Solaceon Town)",100
446,Sinnoh,"Road 210 (west, towards Celestic Town)",100
446,Sinnoh,"Road 211 (east, towards Celestic Town)",100
446,Sinnoh,"Road 212 (east, towards Pastoria City)",100
446,Sinnoh,"Road 212 (north, towards Hearthome City)",100
446,Sinnoh,Road 213,100
446,Sinnoh,Road 214,100
446,Sinnoh,Road 215,100
446,Sinnoh,Road 218,100
446,Sinnoh,Road 221,100
446,Sinnoh,Road 222,100
446,Sinnoh,Valley Windworks,100
447,Alola,Poni Grove Area,10
447,Kalos,Friend Safari (Fighting),33
447,Kalos,Road 22,10
447,Unova,Challengers Cave (B1F),5
447,Unova,Challengers Cave (B2F),10
447,Unova,Floccesy Ranch (inner),5
448,Alola,Poni Grove Area,15
449,Kalos,Road 9,40
449,Sinnoh,Maniac Tunnel (26+ different Unown caught),20
449,Sinnoh,Ruin Maniac Cave (0–9 different Unown caught),5
449,Sinnoh,Ruin Maniac Cave (10–25 different Unown caught),10
450,Alola,Ultra Space Wilds Cave,15
450,Sinnoh,Road 228,30
451,Kalos,Road 14,55
451,Kalos,Road 15,30
451,Kalos,Road 16,20
451,Sinnoh,Great Marsh Area 1,10
451,Sinnoh,Great Marsh Area 2,10
451,Sinnoh,Great Marsh Area 3,10
451,Sinnoh,Great Marsh Area 4,10
451,Sinnoh,Great Marsh Area 5,10
451,Sinnoh,Great Marsh Area 6,10
451,Unova,Reversal Mountain (unknown area 48),60
451,Unova,Reversal Mountain (unknown area 49),15
451,Unova,Reversal Mountain (unknown area 50),15
451,Unova,Reversal Mountain (unknown area 51),15
451,Unova,Reversal Mountain (unknown area 52),15
451,Unova,Reversal Mountain (unknown area 53),15
451,Unova,Reversal Mountain (unknown area 54),15
451,Unova,Reversal Mountain (unknown area 55),15
451,Unova,Reversal Mountain (unknown area 56),15
451,Unova,Reversal Mountain (unknown area 57),15
451,Unova,Reversal Mountain (unknown area 58),15
451,Unova,Reversal Mountain (unknown area 59),15
451,Unova,Reversal Mountain (unknown area 60),15
451,Unova,Unova Route 13 (Hidden Grotto – Giant Chasm),5
452,Alola,Ultra Space Wilds Crag,15
452,Kalos,Friend Safari (Poison),33
452,Kalos,Road 19,40
452,Sinnoh,Great Marsh Area 1,10
452,Sinnoh,Great Marsh Area 2,10
452,Sinnoh,Great Marsh Area 3,10
452,Sinnoh,Great Marsh Area 4,10
452,Sinnoh,Great Marsh Area 5,10
452,Sinnoh,Great Marsh Area 6,10
453,Kalos,Road 7,45
453,Sinnoh,Great Marsh Area 1,10
453,Sinnoh,Great Marsh Area 2,10
453,Sinnoh,Great Marsh Area 3,10
453,Sinnoh,Great Marsh Area 4,10
453,Sinnoh,Great Marsh Area 5,10
453,Sinnoh,Great Marsh Area 6,10
453,Sinnoh,"Road 212 (east, towards Pastoria City)",10
453,Unova,Icirrus City,45
453,Unova,Moor of Icirrus,45
453,Unova,Road 8,45
454,Kalos,Friend Safari (Poison),33
454,Sinnoh,Great Marsh Area 1,10
454,Sinnoh,Great Marsh Area 2,10
454,Sinnoh,Great Marsh Area 3,10
454,Sinnoh,Great Marsh Area 4,10
454,Sinnoh,Great Marsh Area 5,10
454,Sinnoh,Great Marsh Area 6,10
454,Unova,Pinwheel Forest (outside),20
455,Johto,Ilex Forest,20
455,Kalos,Road 14,20
455,Kalos,Road 19,15
455,Kanto,Viridian Forest,20
455,Sinnoh,Great Marsh Area 1,10
455,Sinnoh,Great Marsh Area 2,10
455,Sinnoh,Great Marsh Area 3,10
455,Sinnoh,Great Marsh Area 4,10
455,Sinnoh,Great Marsh Area 5,10
455,Sinnoh,Great Marsh Area 6,10
455,Unova,Road 18,20
456,Alola,Alola Route 1 Hauoli Outskirts,40
456,Alola,Alola Route 14 Area,40
456,Alola,Alola Route 15 Main,40
456,Alola,Alola Route 7 Area,30
456,Alola,Brooklet Hill Totems Den,40
456,Alola,Hano Beach Area,45
456,Alola,Hauoli City Beachfront,20
456,Alola,Kalae Bay Area,40
456,Alola,Melemele Sea Area,40
456,Alola,Secluded Shore Area,40
456,Sinnoh,Canalave City,45
456,Sinnoh,Fuego Ironworks,45
456,Sinnoh,Iron Island area,45
456,Sinnoh,"Road 205 (south, towards Floaroma Town)",45
456,Sinnoh,Road 218,45
456,Sinnoh,Road 219,45
456,Sinnoh,Road 220,45
456,Sinnoh,Road 221,45
456,Sinnoh,Valley Windworks,45
456,Unova,P2 Laboratory,45
456,Unova,Road 17,60
456,Unova,Road 18,55
456,Unova,Road 4,55
456,Unova,Virbank City,55
456,Unova,Virbank Complex (outer),55
457,Alola,Alola Route 15 Main,15
457,Alola,Ancient Poni Path Area,25
457,Alola,Poni Breaker Coast Area,25
457,Alola,Poni Wilds Area,40
457,Sinnoh,Canalave City,45
457,Sinnoh,Fuego Ironworks,45
457,Sinnoh,Iron Island area,45
457,Sinnoh,"Road 205 (south, towards Floaroma Town)",45
457,Sinnoh,Road 218,45
457,Sinnoh,Road 219,50
457,Sinnoh,Road 220,50
457,Sinnoh,Road 221,50
457,Sinnoh,Valley Windworks,45
457,Unova,P2 Laboratory,15
457,Unova,Road 17,40
457,Unova,Road 18,40
457,Unova,Road 4,40
457,Unova,Virbank City,40
457,Unova,Virbank Complex (outer),40
458,Alola,Hauoli City Beachfront,20
458,Alola,Kalae Bay Area,20
458,Alola,Melemele Sea Area,20
458,Kalos,Azure Bay,15
458,Kalos,Road 12,15
458,Kalos,Shalour City,16
458,Sinnoh,Road 223,10
458,Sinnoh,Sunyshore City,10
458,Unova,Road 21,30
458,Unova,Undella Bay,90
458,Unova,Undella Town,30
459,Kalos,Friend Safari (Ice),33
459,Kalos,Road 17,30
459,Sinnoh,Acuity Lakefront,66
459,Sinnoh,Lake Acuity,73
459,Sinnoh,Mount Coronet (exterior blizzard),20
459,Sinnoh,Mount Coronet (exterior snowfall),20
459,Sinnoh,Road 216,66
459,Sinnoh,Road 217,66
460,Alola,Ultra Space Wilds Cave,15
460,Kalos,Road 17,1
460,Sinnoh,Mount Coronet (exterior blizzard),40
460,Sinnoh,Mount Coronet (exterior snowfall),40
462,Unova,P2 Laboratory,5
463,Unova,Road 2,5
465,Unova,Giant Chasm (outside),5
465,Unova,Road 13,5
469,Alola,Ultra Space Wilds Cliff,15
469,Unova,Pinwheel Forest (outside),5
469,Unova,Road 3,5
472,Unova,Road 11,5
472,Unova,Road 15,5
472,Unova,Road 23,5
473,Unova,Giant Chasm (forest cave),5
473,Unova,Giant Chasm (forest),5
479,Sinnoh,Old Chateau (2F left room),100
480,Alola,Ultra Space Wilds Water World,15
480,Alola,Ultra Space Wilds Waterfall,100
480,Hoenn,Nameless Cavern,100
480,Sinnoh,Lake Acuity Cavern,100
480,Unova,Nacrene City (west gate),100
481,Alola,Ultra Space Wilds Water World,15
481,Alola,Ultra Space Wilds Waterfall,100
481,Hoenn,Nameless Cavern,100
481,Sinnoh,Roaming Sinnoh,50
481,Unova,Celestial Tower (5F),100
482,Alola,Ultra Space Wilds Water World,15
482,Alola,Ultra Space Wilds Waterfall,100
482,Hoenn,Nameless Cavern,100
482,Johto,Sinjoy Ruins,100
482,Sinnoh,Lake Valor Cavern,100
482,Unova,Road 23,100
483,Alola,Ultra Space Wilds Crag,100
483,Alola,Ultra Space Wilds Rocky World,15
483,Hoenn,Soaring in the Sky,100
483,Johto,Sinjoy Ruins,100
483,Sinnoh,Spear Pillar,100
484,Alola,Ultra Space Wilds Cave,100
484,Alola,Ultra Space Wilds Cave World,15
484,Hoenn,Soaring in the Sky,100
484,Sinnoh,Spear Pillar,100
485,Alola,Ultra Space Wilds Cave,100
485,Alola,Ultra Space Wilds Cave World,15
485,Hoenn,Scorched Slab (B3F),100
485,Sinnoh,Stark Mountain (Heatran Chamber),100
485,Unova,Reversal Mountain B1F,100
486,Alola,Ultra Space Wilds Cave,100
486,Alola,Ultra Space Wilds Cave World,15
486,Hoenn,Island Cave,100
486,Sinnoh,Snowpoint Temple (B5F),100
486,Unova,Twist Mountain B4F,100
487,Alola,Ultra Space Wilds Cave,100
487,Alola,Ultra Space Wilds Cave World,15
487,Hoenn,Soaring in the Sky,100
487,Johto,Sinjoy Ruins,100
488,Alola,Ultra Space Wilds Cliff,100
488,Alola,Ultra Space Wilds Cliff World,15
488,Hoenn,Crescent Isle,100
488,Sinnoh,Roaming Sinnoh,50
488,Unova,Marvelous Bridge,100
491,Sinnoh,Newmoon Island,100
492,Sinnoh,Flower Paradise,100
493,Sinnoh,Hall of Origin,100
494,Unova,Lighthouse Basement,100
504,Unova,Dreamyard,40
504,Unova,Floccesy Ranch (inner),10
504,Unova,Road 1,50
504,Unova,Road 19,100
504,Unova,Road 2,40
504,Unova,Road 20,40
504,Unova,Road 3,40
504,Unova,Virbank Complex (inner),30
504,Unova,Virbank Complex (outer),35
505,Kalos,Road 15,40
505,Unova, Route 2 (Hidden Grotto),75
505,Unova,Dreamyard,50
505,Unova,Dreamyard (B1F),10
505,Unova,P2 Laboratory,36
505,Unova,Road 1,80
505,Unova,Road 15,5
505,Unova,Road 18,40
505,Unova,Road 2,30
505,Unova,Road 3,40
505,Unova,Road 7,50
505,Unova,Unova Route 7 (Hidden Grotto),20
506,Alola,Alola Route 4 Area,50
506,Alola,Alola Route 5 Area,30
506,Alola,Alola Route 6 North,50
506,Alola,Alola Route 6 South,50
506,Alola,Brooklet Hill North,20
506,Alola,Paniola Ranch Area,40
506,Kalos,Friend Safari (Normal),33
506,Unova,Floccesy Ranch (inner),40
506,Unova,Road 1,50
506,Unova,Road 2,40
506,Unova,Road 3,20
507,Unova,Cold Storage,70
507,Unova,Floccesy Ranch (Hidden Grotto),20
507,Unova,P2 Laboratory,36
507,Unova,Road 1,89
507,Unova,Road 10,60
507,Unova,Road 10 (Victory Road gate),60
507,Unova,Road 2,30
507,Unova,Road 3,20
508,Unova,Cold Storage,5
508,Unova,P2 Laboratory,5
508,Unova,Road 1,5
508,Unova,Road 10,5
508,Unova,Road 10 (Victory Road gate),5
508,Unova,Road 2,5
508,Unova,Road 3,5
509,Unova,Dreamyard,40
509,Unova,Road 19,50
509,Unova,Road 2,20
509,Unova,Road 20,34
509,Unova,Road 3,20
510,Kalos,Friend Safari (Dark),33
510,Kalos,Road 15,40
510,Unova,Dreamyard,50
510,Unova,Dreamyard (B1F),10
510,Unova,Road 16,40
510,Unova,Road 2,20
510,Unova,Road 5,40
510,Unova,Road 9,20
510,Unova,Unova Route 5 (Hidden Grotto),20
510,Unova,Unova Route 9 (Hidden Grotto),75
511,Kalos,Friend Safari (Grass),33
511,Kalos,Santalune Forest,10
511,Unova,Lostlorn Forest,10
511,Unova,Pinwheel Forest (inside),10
513,Kalos,Friend Safari (Fire),33
513,Kalos,Santalune Forest,10
513,Unova,Lostlorn Forest,10
513,Unova,Pinwheel Forest (inside),10
515,Kalos,Friend Safari (Water),33
515,Kalos,Santalune Forest,10
515,Unova,Lostlorn Forest,10
515,Unova,Pinwheel Forest (inside),10
517,Hoenn,Mirage Island (Route 132),60
517,Hoenn,Mirage Mountain (South East of Route 129),30
517,Kalos,Friend Safari (Psychic),33
517,Unova,Dreamyard,40
517,Unova,Dreamyard (B1F),20
518,Unova,Dreamyard,100
518,Unova,Dreamyard (B1F),100
519,Unova,Castelia City,30
519,Unova,Floccesy Ranch (inner),5
519,Unova,Pinwheel Forest (inside),15
519,Unova,Pinwheel Forest (outside),60
519,Unova,Road 20,100
519,Unova,Road 3,80
519,Unova,Virbank Complex (outer),35
520,Kalos,Friend Safari (Flying),33
520,Unova,Dragonspiral Tower (entrance),100
520,Unova,Dragonspiral Tower (outside),100
520,Unova,Lostlorn Forest,30
520,Unova,Pinwheel Forest (inside),15
520,Unova,Road 12,50
520,Unova,Road 3,60
520,Unova,Road 6,90
520,Unova,Road 7,100
520,Unova,Victory Road 2 (unknown area 73),100
520,Unova,Victory Road 2 (unknown area 79),100
521,Unova,Dragonspiral Tower (entrance),15
521,Unova,Dragonspiral Tower (outside),15
521,Unova,Lostlorn Forest,5
521,Unova,Road 12,5
521,Unova,Road 3,5
521,Unova,Road 6,15
521,Unova,Road 7,15
521,Unova,Victory Road 2 (unknown area 73),5
521,Unova,Victory Road 2 (unknown area 79),5
522,Unova,Road 3,40
523,Hoenn,Mirage Island (Route 124),30
523,Hoenn,Mirage Island (South of Route 134),30
523,Hoenn,Mirage Island (West Of Dewford Town),30
523,Hoenn,Mirage Island (West Of Route 104),30
523,Hoenn,Mirage Mountain (South of Route 129),60
523,Kalos,Friend Safari (Electric),33
523,Unova,Road 3,40
523,Unova,Road 7,40
523,Unova,Unova Route 3 (Hidden Grotto – Dark Grass),5
524,Alola,Ten Carat Hill Farthest Hollow,20
524,Alola,Ten Carat Hill Inside,30
524,Kalos,Reflection Cave (unknown area 305),60
524,Kalos,Reflection Cave (unknown area 306),60
524,Kalos,Reflection Cave (unknown area 307),60
524,Kalos,Reflection Cave (unknown area 308),60
524,Unova,Relic Tunnel (Castelia Sewers entrance),34
524,Unova,Wellspring Cave,50
525,Alola,Vast Poni Canyon Inside,30
525,Alola,Vast Poni Canyon Northwest,30
525,Alola,Vast Poni Canyon Outside,10
525,Hoenn,Mirage Cave (North of Route 124),15
525,Hoenn,Mirage Cave (South East of Route 129),15
525,Hoenn,Mirage Cave (West of Rustboro),15
525,Kalos,Friend Safari (Rock),33
525,Unova,Challengers Cave (1F),20
525,Unova,Challengers Cave (B1F),20
525,Unova,Challengers Cave (B2F),20
525,Unova,Chargestone Cave (1F),10
525,Unova,Chargestone Cave (B1F),10
525,Unova,Chargestone Cave (B2F),10
525,Unova,Clay Tunnel,35
525,Unova,Giant Chasm,5
525,Unova,Giant Chasm (forest cave),5
525,Unova,Glacier Room,35
525,Unova,Guidance Chamber,50
525,Unova,Iron Room,35
525,Unova,Mistralton Cave,50
525,Unova,Relic Tunnel (PWT entrance),39
525,Unova,Relic Tunnel (Relic Castle entrance),34
525,Unova,Reversal Mountain (unknown area 49),25
525,Unova,Reversal Mountain (unknown area 50),25
525,Unova,Reversal Mountain (unknown area 51),25
525,Unova,Reversal Mountain (unknown area 52),25
525,Unova,Reversal Mountain (unknown area 53),25
525,Unova,Reversal Mountain (unknown area 54),25
525,Unova,Reversal Mountain (unknown area 55),25
525,Unova,Reversal Mountain (unknown area 56),25
525,Unova,Reversal Mountain (unknown area 57),25
525,Unova,Reversal Mountain (unknown area 58),25
525,Unova,Reversal Mountain (unknown area 59),25
525,Unova,Reversal Mountain (unknown area 60),25
525,Unova,Rocky Mountain Room,35
525,Unova,Seaside Cave (1F),15
525,Unova,Seaside Cave (B1F),35
525,Unova,Trial Chamber,30
525,Unova,Twist Mountain,100
525,Unova,Underground Ruins,35
525,Unova,Victory Road (4f Middle Room),30
525,Unova,Victory Road (7F),100
525,Unova,Victory Road (unknown area 53),20
525,Unova,Victory Road (unknown area 54),30
525,Unova,Victory Road (unknown area 55),30
