Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
903,1.3,43.0,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/903.gif,135,50,4,Free Climb Pokémon,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",Gray,Upright,Unknown,Ground,,Medium Slow
904,2.5,60.5,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/904.gif,135,50,4,Pin Cluster Pokémon,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,Black,Fish,Unknown,Water2,,Medium
905,1.6,48.0,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/905.gif,3,50,8,Love-Hate Pokémon,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",Pink,Arms,Unknown,No Eggs,,Slow
906,0.4,4.1,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/906.gif,45,50,1,Grass Cat Pokémon,The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.,Green,Quadruped,Unknown,Ground,Plant,Medium Slow
907,0.9,12.2,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/907.gif,45,50,1,Grass Cat Pokémon,"The hardness of Floragato’s fur depends on the Pokémon’s mood. When Floragato is prepared to battle, its fur becomes pointed and needle sharp.",Green,Upright,Unknown,Ground,Plant,Medium Slow
908,1.5,31.2,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/908.gif,45,50,1,Magician Pokémon,"With skillful misdirection, it rigs foes with pollen-packed flower bombs. Meowscarada sets off the bombs before its foes realize what’s going on.",Green,Upright,Unknown,Ground,Plant,Medium Slow
909,0.4,9.8,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/909.gif,45,50,1,Fire Croc Pokémon,"Its flame sac is small, so energy is always leaking out. This energy is released from the dent atop Fuecoco’s head and flickers to and fro.",Red,Upright,Unknown,Ground,,Medium Slow
910,1.0,30.7,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/910.gif,45,50,1,Fire Croc Pokémon,The valve in Crocalor’s flame sac is closely connected to its vocal cords. This Pokémon utters a guttural cry as it spews flames every which way.,Red,Upright,Unknown,Ground,,Medium Slow
911,1.6,326.5,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/911.gif,45,50,1,Singer Pokémon,"Skeledirge’s gentle singing soothes the souls of all that hear it. It burns its enemies to a crisp with flames of over 5,400 degrees Fahrenheit.",Red,Quadruped,Unknown,Ground,,Medium Slow
912,0.5,6.1,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/912.gif,45,50,1,Duckling Pokémon,Its strong legs let it easily swim around in even fast-flowing rivers. It likes to keep things tidy and is prone to overthinking things.,White,Upright,Unknown,Flying,Water1,Medium Slow
913,1.2,21.5,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/913.gif,45,50,1,Practicing Pokémon,The hardworking Quaxwell observes people and Pokémon from various regions and incorporates their movements into its own dance routines.,Blue,Upright,Unknown,Flying,Water1,Medium Slow
914,1.8,61.9,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/914.gif,45,50,1,Dancer Pokémon,"Dancing in ways that evoke far-away places, this Pokémon mesmerizes all that see it. Flourishes of its decorative water feathers slice into its foes.",Blue,Upright,Unknown,Flying,Water1,Medium Slow
915,0.5,10.2,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/915.gif,255,50,4,Hog Pokémon,This Pokémon spurns all but the finest of foods. Its body gives off an herblike scent that bug Pokémon detest.,Gray,Quadruped,Unknown,Ground,,Medium
916,1.0,120.0,171,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/916.gif,100,50,0,Hog Pokémon,"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body.",Gray,Quadruped,Unknown,Ground,,Medium
917,0.3,4.0,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/917.gif,255,50,4,String Ball Pokémon,The thread it secretes from its rear is as strong as wire. The secret behind the thread’s strength is the topic of ongoing research.,White,Armor,Unknown,Bug,,Slow Then Very Fast
918,1.0,16.5,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/918.gif,120,50,4,Trap Pokémon,"Spidops covers its territory in tough, sticky threads to set up traps for intruders.",Green,Armor,Unknown,Bug,,Slow Then Very Fast
919,0.2,1.0,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/919.gif,190,20,4,Grasshopper Pokémon,It’s highly skilled at a fighting style in which it uses its jumping capabilities to dodge incoming attacks while also dealing damage to opponents.,Gray,Armor,Unknown,Bug,,Medium
920,1.0,17.5,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/920.gif,30,0,4,Grasshopper Pokémon,"It uses its normally folded third set of legs when in Showdown Mode. This places a huge burden on its body, so it can’t stay in this mode for long.",Gray,Humanoid,Unknown,Bug,,Medium
921,0.3,2.5,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/921.gif,190,50,4,Mouse Pokémon,The pads of its paws are electricity-discharging organs. Pawmi fires electricity from its forepaws while standing unsteadily on its hind legs.,Yellow,Quadruped,Unknown,Ground,,Medium
922,0.4,6.5,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/922.gif,80,50,4,Mouse Pokémon,Pawmo uses a unique fighting technique in which it uses its forepaws to strike foes and zap them with electricity from its paw pads simultaneously.,Yellow,Upright,Unknown,Ground,,Medium
923,0.9,41.0,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/923.gif,45,50,4,Hands-On Pokémon,Pawmot’s fluffy fur acts as a battery. It can store the same amount of electricity as an electric car.,Yellow,Upright,Unknown,Ground,,Medium
924,0.3,1.8,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/924.gif,150,50,-1,Couple Pokémon,The pair sticks together no matter what. They split any food they find exactly in half and then eat it together.,White,Heads,Unknown,Ground,Fairy,Fast
925,0.3,2.8,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/925.gif,75,50,-1,Family Pokémon,"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight.",White,Heads,Unknown,Ground,Fairy,Fast
926,0.3,10.9,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/926.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/926.gif,190,50,4,Puppy Pokémon,"The yeast in Fidough’s breath is useful for cooking, so this Pokémon has been protected by people since long ago.",Yellow,Quadruped,Unknown,Ground,Mineral,Medium Slow
927,0.5,14.9,167,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/927.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/927.gif,90,50,4,Dog Pokémon,"The surface of this Pokémon’s skin hardens when exposed to intense heat, and its body has an appetizing aroma.",Brown,Quadruped,Unknown,Ground,Mineral,Medium Slow
928,0.3,6.5,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/928.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/928.gif,255,50,4,Olive Pokémon,"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking.",Green,Legs,Unknown,Plant,,Medium Slow
929,0.6,11.9,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/929.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/929.gif,120,50,4,Olive Pokémon,"It basks in the sun to its heart’s content until the fruits on its head ripen. After that, Dolliv departs from human settlements and goes on a journey.",Green,Humanoid,Unknown,Plant,,Medium Slow
930,1.4,48.2,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/930.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/930.gif,45,50,4,Olive Pokémon,"This Pokémon drives back enemies by launching its rich, aromatic oil at them with enough force to smash a boulder.",Green,Humanoid,Unknown,Plant,,Medium Slow
931,0.6,2.4,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/931.gif,190,50,4,Parrot Pokémon,"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy.",Green,Wings,Unknown,Flying,,Slow Then Very Fast
932,0.4,16.0,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/932.gif,255,50,4,Rock Salt Pokémon,"The ground scrapes its body as it travels, causing it to leave salt behind. Salt is constantly being created and replenished inside Nacli’s body.",Brown,Ball,Unknown,Mineral,,Medium Slow
933,0.6,105.0,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/933.gif,120,50,4,Rock Salt Pokémon,It compresses rock salt inside its body and shoots out hardened salt pellets with enough force to perforate an iron sheet.,Brown,Quadruped,Unknown,Mineral,,Medium Slow
934,2.3,240.0,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/934.gif,45,50,4,Rock Salt Pokémon,"Many Pokémon gather around Garganacl, hoping to lick at its mineral-rich salt.",Brown,Humanoid,Unknown,Mineral,,Medium Slow
935,0.6,10.5,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/935.gif,90,50,4,Fire Child Pokémon,"Its firepower increases when it fights, reaching over 1,800 degrees Fahrenheit. It likes berries that are rich in fat.",Red,Humanoid,Unknown,Humanshape,,Slow
936,1.5,85.0,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/936.gif,25,20,4,Fire Warrior Pokémon,"This Pokémon clads itself in armor that has been fortified by psychic and fire energy, and it shoots blazing fireballs.",Red,Humanoid,Unknown,Humanshape,,Slow
937,1.6,62.0,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/937.gif,25,20,4,Fire Blades Pokémon,An old set of armor steeped in grudges caused this Pokémon’s evolution. Ceruledge cuts its enemies to pieces without mercy.,Blue,Humanoid,Unknown,Humanshape,,Slow
938,0.3,0.4,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/938.gif,190,50,4,EleTadpole Pokémon,"It floats using the electricity stored in its body. When thunderclouds are around, Tadbulb will float higher off the ground.",Yellow,Ball,Unknown,Water1,,Medium
939,1.2,113.0,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/939.gif,50,50,4,EleFrog Pokémon,What appear to be eyeballs are actually organs for discharging the electricity generated by Bellibolt’s belly-button dynamo.,Green,Humanoid,Unknown,Water1,,Medium
940,0.4,3.6,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/940.gif,180,50,4,Storm Petrel Pokémon,"These Pokémon make their nests on coastal cliffs. The nests have a strange, crackling texture, and they’re a popular delicacy.",Black,Wings,Unknown,Water1,Flying,Medium Slow
941,1.4,38.6,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/941.gif,90,50,4,Frigatebird Pokémon,"It uses its throat sac to store electricity generated by its wings. There’s hardly any oil in its feathers, so it is a poor swimmer.",Yellow,Wings,Unknown,Water1,Flying,Medium Slow
942,0.5,16.0,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/942.gif,150,50,4,Rascal Pokémon,"Its well-developed jaw and fangs are strong enough to crunch through boulders, and its thick fat makes for an excellent defense.",Brown,Quadruped,Unknown,Ground,,Medium Slow
943,1.1,61.0,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/943.gif,75,50,4,Boss Pokémon,"Mabosstiff loves playing with children. Though usually gentle, it takes on an intimidating look when protecting its family.",Gray,Quadruped,Unknown,Ground,,Medium Slow
944,0.2,0.7,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/944.gif,190,50,4,Toxic Mouse Pokémon,"To keep enemies away from its territory, it paints markings around its nest using a poisonous liquid that has an acrid odor.",Gray,Quadruped,Unknown,Ground,,Medium Slow
945,0.7,27.2,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/945.gif,90,50,4,Toxic Monkey Pokémon,"Each Grafaiai paints its own individual pattern, and it will paint that same pattern over and over again throughout its life.",Gray,Upright,Unknown,Ground,,Medium Slow
946,0.6,0.6,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/946.gif,190,50,4,Tumbleweed Pokémon,"Not even Bramblin knows where it is headed as it tumbles across the wilderness, blown by the wind. It loathes getting wet.",Brown,Ball,Unknown,Plant,,Medium
947,1.2,6.0,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/947.gif,45,50,4,Tumbleweed Pokémon,"Brambleghast wanders around arid regions. On rare occasions, mass outbreaks of these Pokémon will bury an entire town.",Brown,Ball,Unknown,Plant,,Medium
948,0.9,33.0,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/948.gif,190,50,4,Woodear Pokémon,"Though it looks like Tentacool, Toedscool is a completely different species. Its legs may be thin, but it can run at a speed of 30 mph.",Yellow,Legs,Unknown,Plant,,Medium Slow
949,1.9,58.0,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/949.gif,90,50,4,Woodear Pokémon,"It coils its 10 tentacles around prey and sucks out their nutrients, causing the prey pain. The folds along the rim of its head are a popular delicacy.",Black,Tentacles,Unknown,Plant,,Medium Slow
950,1.3,79.0,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/950.gif,120,50,4,Ambush Pokémon,"This Pokémon lives on sheer cliffs. It sidesteps opponents’ attacks, then lunges for their weak spots with its claws.",Red,Armor,Unknown,Water3,,Medium
951,0.3,3.0,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/951.gif,190,50,4,Spicy Pepper Pokémon,Traditional Paldean dishes can be extremely spicy because they include the shed front teeth of Capsakid among their ingredients.,Green,Upright,Unknown,Plant,,Medium
952,0.9,15.0,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/952.gif,75,50,4,Spicy Pepper Pokémon,"The green head has turned vicious due to the spicy chemicals stimulating its brain. Once it goes on a rampage, there is no stopping it.",Green,Upright,Unknown,Plant,,Medium
953,0.2,1.0,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/953.gif,190,50,4,Rolling Pokémon,It rolls its mud ball around while the energy it needs for evolution matures. Eventually the time comes for it to evolve.,Brown,Armor,Unknown,Bug,,Fast
954,0.3,3.5,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/954.gif,45,50,4,Rolling Pokémon,An infant sleeps inside the ball. Rabsca rolls the ball soothingly with its legs to ensure the infant sleeps comfortably.,Green,Armor,Unknown,Bug,,Fast
955,0.2,1.5,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/955.gif,120,50,4,Frill Pokémon,"It spends its time running around wastelands. If anyone steals its beloved berries, it will chase them down and exact its revenge.",Yellow,Legs,Unknown,Flying,,Medium Slow
956,1.9,90.0,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/956.gif,60,50,4,Ostrich Pokémon,It emits psychic power from the gaps between its multicolored frills and sprints at speeds greater than 120 mph.,Yellow,Upright,Unknown,Flying,,Medium Slow
957,0.4,8.9,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/957.gif,190,50,8,Metalsmith Pokémon,This Pokémon pounds iron scraps together to make a hammer. It will remake the hammer again and again until it’s satisfied with the result.,Pink,Humanoid,Unknown,Fairy,,Medium Slow
958,0.7,59.1,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/958.gif,90,50,8,Hammer Pokémon,These Pokémon make their homes in piles of scrap metal. They test the strength of each other’s hammers by smashing them together.,Pink,Humanoid,Unknown,Fairy,,Medium Slow
959,0.7,112.8,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/959.gif,45,50,8,Hammer Pokémon,"The hammer tops 220 pounds, yet it gets swung around easily by Tinkaton as it steals whatever it pleases and carries its plunder back home.",Pink,Humanoid,Unknown,Fairy,,Medium Slow
960,1.2,1.8,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/960.gif,255,50,4,Garden Eel Pokémon,"Though it looks like Diglett, Wiglett is an entirely different species. The resemblance seems to be a coincidental result of environmental adaptation.",White,Blob,Unknown,Water3,,Medium
961,1.2,5.4,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/961.gif,50,50,4,Garden Eel Pokémon,"A variety of fish Pokémon, Wugtrio was once considered to be a regional form of Dugtrio.",Red,Blob,Unknown,Water3,,Medium
962,1.5,42.9,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/962.gif,25,50,4,Item Drop Pokémon,"Bombirdier uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.",White,Wings,Unknown,Flying,,Slow
963,1.3,60.2,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/963.gif,200,50,4,Dolphin Pokémon,Its water ring is made from seawater mixed with a sticky fluid that Finizen secretes from its blowhole.,Blue,Fish,Unknown,Ground,Water2,Slow
964,1.3,60.2,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/964.gif,45,50,4,Dolphin Pokémon,"Its physical capabilities are no different than a Finizen’s, but when its allies are in danger, it transforms and powers itself up.",Blue,Fish,Unknown,Ground,Water2,Slow
965,1.0,35.0,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/965.gif,190,50,4,Single-Cyl Pokémon,The steel section is Varoom’s actual body. This Pokémon clings to rocks and converts the minerals within into energy to fuel its activities.,Gray,Legs,Unknown,Mineral,,Medium
966,1.8,120.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/966.gif,75,50,4,Multi-Cyl Pokémon,Revavroom viciously threatens others with the sound of its exhaust. It sticks its tongue out from its cylindrical mouth and sprays toxic fluids.,Gray,Legs,Unknown,Mineral,,Medium
967,1.6,63.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/967.gif,190,50,4,Mount Pokémon,It can sprint at over 70 mph while carrying a human. The rider’s body heat warms Cyclizar’s back and lifts the Pokémon’s spirit.,Green,Quadruped,Unknown,Ground,,Medium Slow
968,2.5,310.0,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/968.gif,25,50,4,Earthworm Pokémon,This Pokémon lives in arid deserts. It maintains its metal body by consuming iron from the soil.,Pink,Squiggle,Unknown,Ground,,Slow
969,0.7,8.0,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/969.gif,70,50,4,Ore Pokémon,Glimmet’s toxic mineral crystals look just like flower petals. This Pokémon scatters poisonous powder like pollen to protect itself.,Blue,Ball,Unknown,Mineral,,Medium Slow
970,1.5,45.0,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/970.gif,25,50,4,Ore Pokémon,Glimmora’s petals are made of crystallized poison energy. It has recently become evident that these petals resemble Tera Jewels.,Blue,Ball,Unknown,Mineral,,Medium Slow
971,0.6,35.0,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/971.gif,120,50,4,Ghost Dog Pokémon,"This friendly Pokémon doesn’t like being alone. Pay it even the slightest bit of attention, and it will follow you forever.",White,Quadruped,Unknown,Ground,,Medium Slow
972,2.0,15.0,171,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/972.gif,60,50,4,Ghost Dog Pokémon,A lovingly mourned Pokémon was reborn as Houndstone. It doesn’t like anyone touching the protuberance atop its head.,White,Quadruped,Unknown,Ground,,Medium Slow
973,1.6,37.0,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/973.gif,100,50,4,Synchronize Pokémon,"Thanks to a behavior of theirs known as “synchronizing,” an entire flock of these Pokémon can attack simultaneously in perfect harmony.",Pink,Wings,Unknown,Flying,,Medium Slow
